txn_year,MCC,total_spending,txn_count,avg_per_txn,grid_col,grid_row
2008,8931,31488.68,162,194.37456790123457,1,282
1995,8931,119.95,1,119.95,2,282
2004,8931,17066.23,86,198.44453488372093,3,282
2011,8931,43001.8,222,193.70180180180182,4,282
2018,8931,41969.19,218,192.51922018348625,5,282
2003,8931,10586.92,59,179.4393220338983,6,282
2012,8931,44010.06,224,196.47348214285714,7,282
2009,8931,33078.54,176,187.94625,8,282
2002,8931,13893.87,69,201.3604347826087,9,282
2013,8931,39558.19,209,189.27363636363637,0,283
2001,8931,9473.37,47,201.56106382978726,1,283
2005,8931,18675.1,96,194.53229166666665,2,283
2010,8931,35387.24,182,194.4353846153846,3,283
2006,8931,21297.38,110,193.61254545454545,4,283
1999,8931,2320.35,12,193.36249999999998,5,283
2019,8931,45000.41,239,188.28623430962344,6,283
2017,8931,44857.24,235,190.88187234042553,7,283
2014,8931,40845.28,213,191.7618779342723,8,283
1998,8931,2331.02,14,166.50142857142856,9,283
2015,8931,44585.44,233,191.3538197424893,0,284
1997,8931,1244.57,7,177.79571428571427,1,284
2007,8931,31079.96,164,189.51195121951218,2,284
2000,8931,4146.34,22,188.47,3,284
2020,8931,10318.0,51,202.31372549019608,4,284
2009,9402,40886.7,2689,15.205169207883971,5,284
1995,9402,272.78000000000003,39,6.994358974358975,6,284
2010,9402,44755.67,2914,15.358843514070006,7,284
2011,9402,46620.07,3024,15.416689814814815,8,284
2013,9402,45472.38,2982,15.248953722334003,9,284
2017,9402,49455.26,3231,15.306487155679356,0,285
2014,9402,46148.44,3034,15.210428477257746,1,285
2015,9402,48815.8,3206,15.226388022457892,2,285
1991,9402,249.83,15,16.655333333333335,3,285
2012,9402,48591.44,3216,15.109278606965175,4,285
2018,9402,48461.82,3136,15.453386479591837,5,285
2007,9402,35106.12,2267,15.485716806352007,6,285
1996,9402,310.38,95,3.267157894736842,7,285
1997,9402,1351.18,146,9.254657534246576,8,285
1994,9402,204.73,14,14.623571428571427,9,285
1998,9402,3679.04,316,11.64253164556962,0,286
2019,9402,48765.48,3220,15.144559006211182,1,286
1999,9402,4835.86,409,11.82361858190709,2,286
2000,9402,7604.13,567,13.411164021164021,3,286
2008,9402,35872.87,2347,15.284563272262464,4,286
2001,9402,9853.96,716,13.762513966480446,5,286
1993,9402,196.41,13,15.108461538461539,6,286
2003,9402,20410.89,1327,15.381228334589299,7,286
2016,9402,47825.44,3145,15.206817170111288,8,286
2004,9402,25607.39,1644,15.576271289537713,9,286
2005,9402,28229.87,1880,15.01588829787234,0,287
1992,9402,160.37,10,16.037,1,287
2006,9402,32428.72,2162,14.99940795559667,2,287
2002,9402,14843.1,997,14.887763289869609,3,287
2020,9402,8739.67,570,15.332754385964913,4,287
